paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
CICC-2016-P0001,CICC,CICC,2016,missing,CICC 2016 accepted-paper coverage marker: no reliable title-level source found in this run,,,,other,,,,,,https://dblp.org/db/conf/cicc/index.html,,,,CICC source-discovery audit for 2016,https://dblp.org/db/conf/cicc/index.html,bib_index,secondary,needs_review,low,,,coverage_gap,,,uncertain,Crossref exact CICC/container query returned zero 2016 rows; DBLP index access was unstable and public index did not expose 2016 in the captured pass.,,,,,none,,,no,title|authors|doi|official_url,"Missing coverage marker, not a paper."
CICC-2025-P0036,CICC,CICC,2025,complete,A 20MHz-BW 12.3-ENOB NS SAR ADC with a 3rd-order Multi-Input Filter and a PVT-Robust Ratio-Based FIA,Gabriele Zanoletti|Gabriele Bè|Michele Rocco|Luca Ricci|Alessia Ceroni|Salvatore Levantino|Andrea Leonardo Lacaita|Luca Bertulessi|Andrea Bonfanti|Carlo Samori,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983265,,https://doi.org/10.1109/cicc63670.2025.10983265,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983265,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0037,CICC,CICC,2025,complete,A 22.0-to-28.4GHz 192.2dBc/Hz FoM and 206.2dBc/Hz FoMA Dual-Core VCO Using Circular-Inverse-Class-F Topology Under Standard Supply Voltage in 65nm CMOS Process,Huanyu Ge|Haikun Jia|Wei Deng|Baoyong Chi,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982955,,https://doi.org/10.1109/cicc63670.2025.10982955,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982955,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0038,CICC,CICC,2025,complete,A 22.4-25.6GHz Ping-Pong Sub-Sampling PLL Featuring Unified Supply Voltage and Balanced 2nd Harmonic Extraction Achieving 45.8fsrms Jitter and -254.3dB FoM,Yunbo Huang|Zunsong Yang|Hongyu Ren|Rui P. Martins|Yan Lu|Nan Sun|Nan Qi|Yong Chen,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983523,,https://doi.org/10.1109/cicc63670.2025.10983523,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983523,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0039,CICC,CICC,2025,complete,A 22-to-32 GHz 4-Beam 32-Element Polarization Reconfigurable Fully-Connected Fully-Bidirectional MIMO Transceiver for Emerging Space-Air-Ground-Sea Integrated Network,Junlong Gong|Wei Deng|Shulin Yao|Haikun Jia|Xinyu Jiang|Xiangyu Nie|Dongfang Li|Hongliang Wu|Chuanming Zhu|Xiangrong Huang|Baoyong Chi,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982767,,https://doi.org/10.1109/cicc63670.2025.10982767,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982767,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0040,CICC,CICC,2025,complete,A 224Gb/s 3pJ/bit 42dB Insertion Loss Post-FEC Error Free Transceiver in 3-nm FinFET CMOS (Invited),Dirk Pfaff|Muhammad Nummer|Noman Hai|Jingjing Xia|Kai Ge Yang|Mohammad-Mahdi Mohsenpour|Choon-Haw CH Leong|Marc-Andre LaCroix|Babak Zamanlooy|Tom Eeckelaert|Dmitry Petrov|Mostafa Haroun|Carson Dick|Alif Zaman|Haitao Mei|Tah-seen Shakir|Carlos Carvalho|Howard Huang|Ralph Mason|Fah-mida Brishty|Ifrah Jaffri|David Yokoyama-Martin,Technical Program,25-1,accepted_paper,10.1109/cicc63670.2025.10983461,,https://doi.org/10.1109/cicc63670.2025.10983461,,,https://dblp.org/db/conf/cicc/cicc2025.html,https://www.ieee-cicc.org/2025archive/wp-content/uploads/sites/21/2025/04/CICC-2025-Program-4-8-25.pdf,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983461,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,frontier,4,Recent high-speed transceiver signal.,yes,,Crossref-derived CICC row; front matter filtered by title rules. Second-wave: 2025 official program PDF exact title/session hit.
CICC-2025-P0041,CICC,CICC,2025,complete,A 22nm 29.3TOPS/W End-to-End CIM-Utilization-Aware Accelerator with Reconfigurable 4D-CIM Mapping and Adaptive Feature Reuse for Diverse CNNs and Transformers,Jin Wang|Moxiao Lou|Zhengke Yanq|Ruijie Peng|Humiao Li|Weirong Dong|Haoran Lyu|Yida Li|Jiamin Li|Hao Yu|Jerald Yoo|Longyang Lin,Technical Program,18-5,accepted_paper,10.1109/cicc63670.2025.10983287,,https://doi.org/10.1109/cicc63670.2025.10983287,,,https://dblp.org/db/conf/cicc/cicc2025.html,https://www.ieee-cicc.org/2025archive/wp-content/uploads/sites/21/2025/04/CICC-2025-Program-4-8-25.pdf,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983287,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,frontier,5,CIM-utilization-aware accelerator for CNNs and Transformers.,yes,,Crossref-derived CICC row; front matter filtered by title rules. Second-wave 2026-06-27: targeted session backfill 18-5 from official CICC 2025 program PDF (https://www.ieee-cicc.org/2025archive/wp-content/uploads/sites/21/2025/04/CICC-2025-Program-4-8-25.pdf).
CICC-2025-P0042,CICC,CICC,2025,complete,A 22nm Resource-Frugal Hyper-Heterogeneous Multi-Modal System-on-Chip Towards In-Orbit Computing,Quan Cheng|Qiufeng Li|Weirong Dong|Mingtao Zhang|Ruilin Zhang|Mingqiang Huang|Hao Yu|Yiyu Shi|Hiromitsu Awano|Takashi Sato|Longyang Lin|Masanori Hashimoto,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983627,,https://doi.org/10.1109/cicc63670.2025.10983627,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983627,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0043,CICC,CICC,2025,complete,"A 24.6-to-30.6GHz Magnetic-Isolated Sub-Sampling PLL with a Fast-Locking FLL Achieving 64.9fs Jitter, −253.3dB FoM J , and −69.1dBc Reference Spur in 65nm CMOS",Hanzhang Cao|Chuqiao Wang|Yanwei Liu|Wen Wu|Tongde Huang|Xiaolong Liu,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983562,,https://doi.org/10.1109/cicc63670.2025.10983562,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983562,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0044,CICC,CICC,2025,complete,A 2455μm2 1.7Gbps Side-Channel Attack-Resistant Masked HMAC-SHA256 Accelerator in Intel 4 CMOS,Sachin Taneja|Vikram Suresh|Raghavan Kumar|Vivek De|Sanu Mathew,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983609,,https://doi.org/10.1109/cicc63670.2025.10983609,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983609,paper,primary,verified,high,T08/T11/T12,security_reliability,security|puf|trng|crypto|side_channel|reliability,CICC-C08,"Security, PUF, TRNG, side-channel, and reliability circuits",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0045,CICC,CICC,2025,complete,A 27-39GHz 48Gbit/s 8-Channel Phased Array Transceiver Frontend with Broadband TX/RX Co-Design Optimization,Niccolò Villaggi|Yuqi Liu|Tzu-Yuan Huang|Sensen Li|Taiyun Chi|Hua Wang,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982748,,https://doi.org/10.1109/cicc63670.2025.10982748,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982748,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0046,CICC,CICC,2025,complete,A 28-GHz 189.2-dBc/Hz FoM 360° Phase-Shifting Quadrature Oscillator Without Phase Ambiguity Achieving 0.13° RMS Phase Error Under 2° Phase Resolution,Hongkun Li|Yiyang Shu|Xun Luo,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982746,,https://doi.org/10.1109/cicc63670.2025.10982746,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982746,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0047,CICC,CICC,2025,complete,A 28-nm Real-Time Reinforcement Learning Processor for Mapless Autonomous Navigation with Unified Actor-Critic Network and Inference-on-Request Scheduling,Juyoung Oh|Jie-Xin Liu|Yi-Chen Teng|Hsueh-Cheng Wang|Dongsuk Jeon,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983508,,https://doi.org/10.1109/cicc63670.2025.10983508,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983508,paper,primary,verified,high,T01/T02/T04/T06,digital_soc_accelerators,ai_accelerator|processor|soc|llm|transformer|cnn,CICC-C06,Digital SoCs and domain accelerators,split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0048,CICC,CICC,2025,complete,A 28nm 20.9-137.2 TOPS/W Output-Stationary SRAM Compute-in-Memory Macro Featuring Dynamic Look-ahead Zero Weight Skipping and Runtime Partial Sum Quantization,Xiaofeng Hu|HanGyeol Mun|Jian Meng|Yuan Liao|Amitesh Sridharan|Jae-sun Seo,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982878,,https://doi.org/10.1109/cicc63670.2025.10982878,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982878,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0049,CICC,CICC,2025,complete,A 28nm 3.14 TFLOP/W BF16 LLM Fine-Tuning Processor with Asymmetric Quantization Computing for AI PC,Xinyuan Lin|Leran Huang|Chenhan Wei|Wenbin Jia|Hedi Wang|Wenxun Wang|Hongyang Jia|Huazhong Yang|Yongpan Liu,Technical Program,11-6,accepted_paper,10.1109/cicc63670.2025.10983849,,https://doi.org/10.1109/cicc63670.2025.10983849,,,https://dblp.org/db/conf/cicc/cicc2025.html,https://www.ieee-cicc.org/2025archive/wp-content/uploads/sites/21/2025/04/CICC-2025-Program-4-8-25.pdf,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983849,paper,primary,verified,high,T01/T02/T04/T06,digital_soc_accelerators,ai_accelerator|processor|soc|llm|transformer|cnn,CICC-C06,Digital SoCs and domain accelerators,split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,frontier,5,Direct LLM fine-tuning processor signal.,yes,,Crossref-derived CICC row; front matter filtered by title rules. Second-wave: 2025 official program PDF exact title/session hit.
CICC-2025-P0050,CICC,CICC,2025,complete,A 28nm Value-Wise Hybrid-Domain Compute-in-Memory Macro with Heterogeneous Memory Fabric and Asynchronous Sparsity Manager,Yuanzhe Zhao|Yang Wang|Yuheng Wang|Heng Xie|Yan Zhu|R. P. Martins|Chi-Hang Chan|Shouyi Yin|Minglei Zhang,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10982876,,https://doi.org/10.1109/cicc63670.2025.10982876,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10982876,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0051,CICC,CICC,2025,complete,A 30–110V Resonant Buck-Boost Power-Bus Charger Achieving 50-A Peak Laser-Current Pulse Generation in 2ns for MHz-Frequency Automotive LiDAR Transmitter,Hangxiao Ma|Qiaobo Ma|Xuchu Mu|Yang Jiang|Rui Martins|Pui-In Mak,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983742,,https://doi.org/10.1109/cicc63670.2025.10983742,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983742,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0052,CICC,CICC,2025,complete,A 300-kHz 3-Level Flyback Converter Achieving 93% Peak Efficiency and 50% Reduction in Transformer Size,Yuanzhuo Wu|Rui Paulo Martins|Mo Huang,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983815,,https://doi.org/10.1109/cicc63670.2025.10983815,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983815,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0053,CICC,CICC,2025,complete,A 30V Step-Up Regulator with Shunt-Current-Reuse Controller for >85% Efficiency over 200µA-100mA Loading Range,Yue Zhao|Pengda Qu|Guangshu Zhao|Feng Luo|Yang Jiang|Zhiming Xiao,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983554,,https://doi.org/10.1109/cicc63670.2025.10983554,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983554,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2025-P0054,CICC,CICC,2025,complete,A 32-Channel 85.4dB SNDR Time-multiplexed Neural Recording Frontend Achieving Within-Conversion Artifact Recovery,Arindam Mandal|Chi-Hsiang Huang|Julian Arenas|Wei-En Lee|Philip Anschutz|Amanda Jacob|Keshav Ramachandra|Samuel Sober|Muhannad Bakir|Shaolan Li|Visvesh Sathe,Technical Program,,accepted_paper,10.1109/cicc63670.2025.10983716,,https://doi.org/10.1109/cicc63670.2025.10983716,,,https://dblp.org/db/conf/cicc/cicc2025.html,,https://doi.org/10.1109/CICC63670.2025,,Crossref metadata for 2025 IEEE CICC proceedings article,https://doi.org/10.1109/cicc63670.2025.10983716,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
